letter,unit-0,unit-1,unit-2,unit-3,unit-4,unit-5,unit-6,unit-7,unit-8,unit-9,unit-10,unit-11,unit-12,unit-13,unit-14,unit-15,unit-16,unit-17,unit-18,unit-19,unit-20,unit-21,unit-22,unit-23,unit-24,unit-25,unit-26,unit-27
I,0.390631679,0.322386679,0.285390896,0.285390896,0.30599077,0.309609412,0.225428393,0.312741379,0.288182369,0.193525555,0.231822633,1.027739181,0.200937587,0.176005885,0.910357312,0.207247723,0.200937587,0.178363212,0.743459707,0.093282933,0.284780434,0.213860151,0.717975651,0.92548705,0.322278695,0.209253392,1.596659409,0.743459707
I,0.393116754,0.347941179,0.28482404,0.290944504,0.31271421,0.307625238,0.197257461,0.319909318,0.289933399,0.197814949,0.226210048,1.060707758,0.173495187,0.188697598,0.940526433,0.238223856,0.173495187,0.191593383,0.722690647,0.103176194,0.338095827,0.216763168,0.720197462,0.936105741,0.36027708,0.206352389,1.615235625,0.751280629
I,0.384502798,0.324716647,0.294158258,0.292238562,0.309208273,0.316168431,0.181922194,0.324716647,0.284957454,0.2,0.242717572,1.055353546,0.168204289,0.181922194,0.942632138,0.240855262,0.168204289,0.192348964,0.722150219,0.10395554,0.333270788,0.22739243,0.710838102,0.942074673,0.364256677,0.208631744,1.6096566,0.75967802
I,0.388547839,0.336776859,0.286755163,0.29362136,0.312461202,0.325788891,0.184044363,0.318172612,0.287955259,0.193384337,0.247912582,1.109113419,0.185496003,0.175081952,0.955159906,0.250373313,0.185496003,0.193384337,0.72278317,0.097873787,0.38647135,0.21885244,0.727907295,0.936074637,0.403259005,0.202104037,1.614175841,0.757722649
I,0.414017926,0.336511133,0.297094177,0.295392368,0.314345844,0.335356717,0.211365573,0.312737926,0.284559611,0.202750038,0.248629221,1.041227253,0.205599124,0.176137977,0.938544397,0.218048572,0.205599124,0.185781735,0.753079976,0.098464123,0.290761069,0.228640392,0.723506976,0.941720669,0.325855258,0.203323049,1.61531586,0.741716582
I,0.398853139,0.327649685,0.296047506,0.296047506,0.304735657,0.338295362,0.203199708,0.303326319,0.293404172,0.20377399,0.269459253,1.066574799,0.220660783,0.185355058,0.929796568,0.212568615,0.220660783,0.194982241,0.74962336,0.100636801,0.318852922,0.237658936,0.708812445,0.959851578,0.365738175,0.203199708,1.615140463,0.742732526
I,0.409084536,0.337928371,0.296403255,0.287625984,0.31535369,0.332872973,0.204445854,0.305186502,0.298524236,0.195574056,0.266120629,1.036593852,0.182213865,0.186703091,0.937982263,0.213503153,0.182213865,0.205023658,0.752388416,0.092715773,0.28542403,0.230552758,0.713159319,0.961400136,0.331567351,0.204445854,1.618236958,0.766511208
I,0.399224208,0.368255458,0.313577237,0.296374489,0.30782069,0.335617505,0.180310631,0.295434255,0.279250644,0.199363056,0.267176249,1.024035472,0.20370183,0.178538493,0.98679678,0.265983492,0.20370183,0.2098527,0.744881847,0.117268867,0.285861874,0.22852955,0.713764288,0.942420184,0.318606864,0.214720582,1.615947944,0.734024341
I,0.380413239,0.352587956,0.317112486,0.314629001,0.298420697,0.325483463,0.203444379,0.294006879,0.274695471,0.201785086,0.256699548,1.078537174,0.19729209,0.181719673,0.932259197,0.214003585,0.19729209,0.195006777,0.753128204,0.121317632,0.325483463,0.218665768,0.734699489,0.900462671,0.375272283,0.208163609,1.607044634,0.721203493
I,0.379930142,0.382390536,0.326051454,0.315289244,0.307580472,0.338248701,0.231121961,0.31181982,0.271981693,0.202208528,0.271981693,1.049777672,0.227358307,0.19134236,0.914861747,0.215151213,0.227358307,0.195415995,0.739088988,0.138857,0.312300653,0.216541542,0.736292191,0.901354005,0.34089994,0.208060253,1.61546376,0.713102564
I,0.37308592,0.367168091,0.313839161,0.318975255,0.298492408,0.340613866,0.21430506,0.288868839,0.243766344,0.197847528,0.279419612,1.074948711,0.219194778,0.176520456,0.915646667,0.21430506,0.219194778,0.187957971,0.744465436,0.140905812,0.33050687,0.191680273,0.783358677,0.82139999,0.335914078,0.20243693,1.592482162,0.655539634
I,0.37339537,0.374251237,0.317853626,0.319971559,0.299424736,0.341677758,0.219231765,0.280292367,0.244673074,0.198465496,0.281810207,1.049672811,0.220686322,0.185695338,0.918506647,0.205851133,0.220686322,0.190234387,0.771054744,0.137262868,0.278766263,0.192278977,0.794801811,0.813370319,0.294999202,0.194667628,1.597456207,0.656017566
I,0.377561167,0.366088266,0.322737139,0.338647065,0.289771107,0.349393869,0.227038305,0.299424736,0.252959729,0.192278977,0.288418466,1.046416532,0.268370549,0.193935792,0.891879867,0.203942653,0.268370549,0.196846811,0.7611711,0.155020267,0.287183263,0.190234387,0.822238022,0.794757082,0.260437981,0.203069233,1.609008589,0.643156984
I,0.37099898,0.38190731,0.345197198,0.335829426,0.295650561,0.368917762,0.249660619,0.302757971,0.231367317,0.195273024,0.280896751,1.053319305,0.303725251,0.181654783,0.884799487,0.199177012,0.303725251,0.191480954,0.771884401,0.160889585,0.287221431,0.184855994,0.845470269,0.788241294,0.233889106,0.206231299,1.627407879,0.630027626
I,0.357555074,0.365154969,0.334583668,0.331545881,0.295102272,0.357453999,0.255742743,0.327046787,0.264084363,0.183515177,0.275862848,1.004434771,0.330125978,0.181734395,0.845514546,0.194229093,0.330125978,0.177509775,0.740822776,0.153257138,0.279635729,0.196264899,0.797163795,0.809399504,0.218564568,0.197183317,1.600751432,0.631151522
I,0.359085819,0.37981909,0.325749822,0.322040095,0.292337304,0.368172808,0.236691423,0.299192866,0.225313106,0.202863253,0.2645581,0.981122511,0.298438914,0.178651872,0.874353385,0.19025524,0.298438914,0.183626889,0.755176389,0.15502013,0.248153287,0.183626889,0.828759854,0.795186782,0.159791092,0.201003789,1.6121814,0.666766789
I,0.345144141,0.369385908,0.345258182,0.331293129,0.301297616,0.365098056,0.22236215,0.288890975,0.204854093,0.204854093,0.284081515,0.994789987,0.281855572,0.17834943,0.884566602,0.182710695,0.281855572,0.191546403,0.773243608,0.182926029,0.238918646,0.159964172,0.89267373,0.749826109,0.119046682,0.205812705,1.629437489,0.674889581
I,0.340776325,0.380649812,0.372488585,0.361433704,0.305390569,0.388745118,0.223588472,0.287703521,0.20900087,0.20900087,0.270071958,1.006860584,0.275331155,0.172954124,0.896596124,0.178320122,0.275331155,0.195423797,0.80590551,0.181056652,0.215183374,0.163202261,0.923078236,0.736402166,0.110503905,0.211340505,1.648957989,0.680590004
I,0.363979621,0.375879003,0.362464732,0.346830224,0.317656704,0.378907169,0.247735875,0.328401107,0.276633081,0.203665721,0.288907194,1.015456607,0.292257376,0.165867607,0.891374432,0.204288236,0.292257376,0.196688061,0.754511811,0.139231544,0.273555865,0.209807771,0.783517671,0.878749178,0.24360091,0.214792023,1.658012465,0.674918595
I,0.348360176,0.378370165,0.341655711,0.321217222,0.317466218,0.373978024,0.252537719,0.322756611,0.282345753,0.201194286,0.295917423,1.020565077,0.294938718,0.173645701,0.871647114,0.193235458,0.294938718,0.181097667,0.727633589,0.145708258,0.307553268,0.209836584,0.727690354,0.914159577,0.303361315,0.212185574,1.637892885,0.655041138
I,0.328159346,0.379068738,0.330995268,0.318609014,0.314888467,0.351593992,0.246067907,0.32902504,0.271057266,0.191029311,0.274187534,1.001056009,0.240049031,0.16327277,0.882249828,0.203991382,0.240049031,0.179627197,0.721725375,0.146757321,0.284658671,0.199560636,0.757386685,0.86381717,0.268042075,0.192723617,1.615840194,0.672768188
I,0.35187017,0.374774972,0.334481528,0.318440831,0.30595826,0.375532422,0.24610302,0.319966914,0.261458987,0.202485169,0.268808212,1.014028418,0.310697999,0.16442568,0.872946854,0.194926307,0.310697999,0.179532378,0.747923433,0.137833714,0.28279104,0.194091501,0.785101178,0.863737261,0.235826614,0.210351581,1.64141516,0.661641094
I,0.36180283,0.395793331,0.356545177,0.345914227,0.314594909,0.377136261,0.236751984,0.292539569,0.23180575,0.213895005,0.282387127,1.031770011,0.252880402,0.176031601,0.91852653,0.187598329,0.252880402,0.188966014,0.806252391,0.149677765,0.231620527,0.173081142,0.875905418,0.794887095,0.182495811,0.207167698,1.663364397,0.678612571
I,0.366835254,0.385144568,0.336054023,0.321088544,0.307396659,0.380757447,0.23080285,0.311106753,0.262532145,0.197716848,0.277111332,1.025530513,0.332375831,0.183082209,0.88703902,0.215943742,0.332375831,0.186628925,0.743214952,0.129616837,0.300930099,0.200392992,0.774797667,0.876302973,0.254125121,0.211340505,1.64016242,0.652432313
I,0.358751786,0.392455649,0.370327389,0.346302948,0.311941965,0.378331127,0.234755481,0.290072615,0.220480605,0.218365173,0.275600756,1.033860035,0.283599591,0.175511502,0.922793939,0.201689212,0.283599591,0.196389041,0.808637647,0.145254352,0.235473389,0.191823758,0.868519004,0.813942974,0.183043539,0.214465481,1.67591045,0.679132061
I,0.375994869,0.389573038,0.342668991,0.331944438,0.309650732,0.392550168,0.249073126,0.32241294,0.264614418,0.199166663,0.278397553,1.036265484,0.338518234,0.174222359,0.896145593,0.202479434,0.338518234,0.190414801,0.757389103,0.150397948,0.305867771,0.199166663,0.802179982,0.865605192,0.237274896,0.212890219,1.658895256,0.652836447
I,0.386763052,0.384020406,0.35519388,0.346639542,0.312245161,0.378363768,0.230441601,0.308430504,0.257477388,0.200835394,0.293396515,1.040568929,0.276021847,0.174958621,0.919745992,0.204175921,0.276021847,0.195068579,0.781844121,0.142754427,0.267780525,0.200835394,0.827094863,0.840632669,0.229890525,0.204175921,1.659319167,0.668693014
I,0.381047904,0.389573038,0.355649387,0.335309458,0.309650732,0.37962669,0.240754186,0.303136754,0.246387623,0.205738869,0.297739229,1.03147957,0.278397553,0.182612139,0.905056252,0.197278785,0.278397553,0.194946552,0.775615911,0.137998765,0.265555551,0.210533428,0.800883088,0.85082814,0.24554238,0.201450045,1.643332146,0.663136879
I,0.371524075,0.35713287,0.311475912,0.307838662,0.307838662,0.355279321,0.2146202,0.291375699,0.265720578,0.207442687,0.268048952,1.004765714,0.240558875,0.176488103,0.91701673,0.237144213,0.240558875,0.19883926,0.732837923,0.132200929,0.275480289,0.2146202,0.736801952,0.897582758,0.289905783,0.20347303,1.624560026,0.696760073
I,0.386585495,0.383680679,0.334475834,0.322975137,0.306803747,0.365662165,0.233390457,0.291059591,0.246572054,0.206745291,0.29092702,1.036521576,0.258338301,0.184459081,0.909872639,0.212632455,0.258338301,0.206745291,0.756220507,0.142989347,0.284490972,0.202788979,0.788829113,0.847303369,0.272438375,0.202788979,1.627629658,0.662752442
I,0.384892943,0.368115606,0.323771206,0.329069841,0.309522019,0.3430552,0.227623159,0.278037512,0.235578155,0.204108795,0.267140628,1.053608914,0.206853545,0.190778538,0.900234758,0.199638717,0.206853545,0.201139781,0.764344943,0.132652294,0.290859395,0.206125186,0.793879808,0.82832253,0.317556659,0.199638717,1.61128988,0.694227753
I,0.367720838,0.346085054,0.303953857,0.303953857,0.303840926,0.327749697,0.221067615,0.28997007,0.261596969,0.193411984,0.248545774,1.042082478,0.223844567,0.19055176,0.899088548,0.205791632,0.223844567,0.201579323,0.735814902,0.116283539,0.306987291,0.217467689,0.737538616,0.884619689,0.326385598,0.200384009,1.595948608,0.698340403
I,0.362808261,0.356955357,0.312824417,0.32078116,0.31293478,0.31644608,0.218609367,0.291334328,0.25,0.194005468,0.24680276,1.057726113,0.209742015,0.19131704,0.912202423,0.202879819,0.209742015,0.185823537,0.762782418,0.117525124,0.295102754,0.210235332,0.773034846,0.852239494,0.320673497,0.200138074,1.594578176,0.716903254
I,0.389192489,0.366786414,0.306307137,0.306307137,0.31439288,0.330287211,0.212858631,0.300680023,0.257198063,0.193653667,0.266384208,1.032647065,0.212858631,0.19220847,0.924442326,0.224648679,0.212858631,0.194909424,0.741511751,0.118072724,0.292334332,0.211214911,0.751595728,0.872860153,0.30264414,0.201070604,1.598348862,0.69912614
I,0.374627817,0.366187059,0.324222986,0.313768443,0.30569299,0.317401035,0.212510805,0.283892116,0.256777782,0.202808051,0.265294997,1.075229072,0.205868194,0.191713269,0.924060229,0.195303717,0.205868194,0.202808051,0.772315031,0.116695033,0.302953341,0.21086977,0.767260677,0.866877392,0.339301353,0.20074204,1.60751466,0.701409485
I,0.375010229,0.37613078,0.323280165,0.331316524,0.308855528,0.333426842,0.213521988,0.284750727,0.256226385,0.195516843,0.260838559,1.085009799,0.202391537,0.201000513,0.922621794,0.202737802,0.202391537,0.203773065,0.767674763,0.108875278,0.318911314,0.227825213,0.762310991,0.855564903,0.360515245,0.18501027,1.588805794,0.705343884
I,0.37203834,0.353637258,0.307611479,0.297530449,0.300477489,0.318119091,0.227714427,0.296389169,0.259960527,0.200318326,0.2651241,1.032810873,0.207792345,0.197764227,0.890462505,0.204504284,0.207792345,0.21657727,0.725488544,0.10734561,0.307391048,0.229641105,0.724553635,0.891375488,0.331373165,0.190074315,1.587182613,0.711764586
I,0.380300388,0.364014771,0.321258521,0.310959788,0.313400465,0.333113917,0.248288454,0.307937972,0.262790161,0.194294172,0.253670158,1.068739472,0.241930084,0.199916863,0.881768736,0.191601743,0.241930084,0.202498763,0.740341517,0.108514052,0.328402026,0.2264005,0.740715663,0.88557041,0.353590123,0.200435904,1.597970071,0.700537598
I,0.373845171,0.356962572,0.311944473,0.309814369,0.304709994,0.334168757,0.239079045,0.300564087,0.263622313,0.203139996,0.257198063,1.053232529,0.236292994,0.20054992,0.884560947,0.197043532,0.236292994,0.211379858,0.734427532,0.109813982,0.319014934,0.22480377,0.743061215,0.885348624,0.332390972,0.19220847,1.601355205,0.698228225
I,0.382693576,0.358075017,0.302661732,0.294557968,0.313923688,0.325227002,0.228593597,0.301617068,0.276248783,0.194257172,0.253197273,1.041099715,0.204460329,0.192625492,0.90329954,0.201697224,0.204460329,0.203773065,0.738000499,0.101886533,0.303356177,0.227825213,0.712073851,0.909798739,0.345310978,0.192807472,1.589931143,0.705940286
I,0.377675499,0.348194617,0.319473791,0.30930811,0.304212076,0.323686814,0.218157236,0.300535662,0.261071125,0.201605451,0.242299597,1.08810768,0.22766368,0.191894387,0.904568947,0.190075442,0.22766368,0.194590928,0.757967934,0.091688955,0.330273831,0.226746294,0.750367566,0.888722898,0.358032559,0.192436718,1.602124623,0.701409485
I,0.396572855,0.375577045,0.320241821,0.315689467,0.302099958,0.330364819,0.205764787,0.298242178,0.25020799,0.206992197,0.252941013,1.103495732,0.205588844,0.187161192,0.939549429,0.228908756,0.205588844,0.206992197,0.739941844,0.099575708,0.363731754,0.215220238,0.765848449,0.887131061,0.361436264,0.204883563,1.612043046,0.716486647
I,0.38170813,0.36162182,0.317320722,0.315153907,0.311470462,0.328159989,0.231810904,0.306803974,0.284733706,0.196991217,0.253367396,1.083501622,0.227888271,0.195521113,0.907905906,0.198994878,0.227888271,0.199898994,0.74838738,0.102267991,0.335119756,0.225661814,0.730586403,0.932286185,0.372527432,0.21249215,1.62589582,0.732656755
I,0.377594999,0.372092234,0.320241821,0.301500433,0.320354801,0.332221736,0.206992197,0.290372901,0.260968406,0.197325976,0.248466382,1.065965005,0.205940579,0.195853373,0.936347178,0.216895129,0.205940579,0.206992197,0.758059636,0.093966497,0.308148486,0.226045295,0.740577344,0.91044298,0.339654427,0.204353005,1.610223723,0.71608248
I,0.390552467,0.373827824,0.319342593,0.319342593,0.31193654,0.325460389,0.216392973,0.299633302,0.259525238,0.206724558,0.265508112,1.043190317,0.223696621,0.205306191,0.918952482,0.20690117,0.223696621,0.207957693,0.754560973,0.112418346,0.290723955,0.221893248,0.760875804,0.888888889,0.298534174,0.196766913,1.614208408,0.715706715
I,0.376758414,0.361413156,0.308694081,0.308694081,0.307084492,0.326743113,0.237985647,0.311774822,0.287805244,0.195162741,0.251015636,1.038889809,0.205413462,0.185300521,0.902033102,0.197147804,0.205413462,0.189829919,0.742824078,0.118097005,0.296409189,0.212860834,0.723658356,0.90313123,0.338659513,0.210519795,1.597342926,0.721110255
I,0.367035456,0.365984734,0.328797975,0.31264263,0.305391959,0.328051796,0.185226673,0.259937622,0.229768854,0.195345646,0.269460346,1.119207614,0.205136396,0.201520616,0.934525049,0.197484531,0.205136396,0.201520616,0.785761115,0.100412258,0.338865542,0.209192203,0.778239983,0.837521567,0.385277295,0.200998766,1.585273921,0.699790914
I,0.363202908,0.354025772,0.309378046,0.307265467,0.294038587,0.311806309,0.227821508,0.290873638,0.2578889,0.193305867,0.248409407,1.079906546,0.235661855,0.198899957,0.88242661,0.190627134,0.235661855,0.200274067,0.739177428,0.117101317,0.341406074,0.212886202,0.745274221,0.866747533,0.372153809,0.207173379,1.588655359,0.696974214
I,0.368094659,0.363561766,0.328834889,0.324605326,0.302114888,0.32799334,0.216119556,0.269220709,0.224431847,0.194052378,0.265082584,1.089195571,0.223815275,0.191904131,0.906954331,0.189731561,0.223815275,0.201047488,0.780559055,0.129041452,0.310572808,0.203778309,0.806463559,0.79389991,0.337544508,0.191363301,1.583813132,0.664827376
I,0.359216761,0.37030688,0.325364699,0.321549215,0.299925714,0.337771844,0.211107402,0.271235571,0.23184878,0.193305867,0.269587478,1.072740109,0.227369631,0.191165883,0.916462771,0.200274067,0.227369631,0.199416358,0.778745772,0.120563185,0.294038587,0.201468724,0.803190416,0.812146392,0.305475121,0.198899957,1.598443707,0.655819653
I,0.363563845,0.39419389,0.347388506,0.33714484,0.303313631,0.348295659,0.228561536,0.286429629,0.235065081,0.197096945,0.284464394,1.07791934,0.210015009,0.201146702,0.908745655,0.202536333,0.210015009,0.210015009,0.774931544,0.131071434,0.307218624,0.195489421,0.82968723,0.788076419,0.314326145,0.201146702,1.60821466,0.668335802
I,0.358381324,0.378411504,0.340450757,0.335922189,0.286729339,0.350227414,0.223879038,0.289628109,0.242535625,0.196382176,0.283432788,1.07627647,0.240662735,0.192081315,0.907868684,0.190443453,0.240662735,0.201801838,0.782376363,0.138109154,0.293922664,0.18823747,0.834723287,0.794385099,0.282325384,0.209253392,1.614457825,0.655799584
I,0.345413981,0.367237191,0.334196235,0.326231167,0.300059713,0.350671059,0.201011394,0.273474757,0.186655521,0.207542462,0.277899307,1.031227006,0.237519134,0.174845688,0.921274065,0.195239525,0.237519134,0.1841886,0.805608533,0.173312885,0.227686456,0.160998637,0.919451726,0.723493511,0.160524413,0.201579491,1.632207102,0.664961862
I,0.32599515,0.384793948,0.353338006,0.339493425,0.29984263,0.36686777,0.238147796,0.319984965,0.280426203,0.198961984,0.259414688,0.995268955,0.305252436,0.160408279,0.867781693,0.205918814,0.305252436,0.179871723,0.718057079,0.152376625,0.295237265,0.187943548,0.755410851,0.844349637,0.2498477,0.201433656,1.596686009,0.628991517
I,0.320174599,0.390728499,0.3636765,0.344729321,0.313235007,0.372525852,0.246163658,0.326726786,0.268140875,0.202030509,0.275931418,0.984853901,0.314610222,0.176526756,0.842363424,0.211334996,0.314610222,0.190842139,0.700806891,0.171107758,0.297028719,0.184994378,0.771957491,0.836049994,0.23255458,0.205497444,1.607210011,0.646813224
I,0.328191768,0.415151696,0.383875534,0.347089247,0.292324913,0.378394875,0.261172675,0.338446665,0.24309687,0.204023337,0.266783744,0.98869416,0.345663824,0.171674358,0.818045618,0.203277363,0.345663824,0.175394948,0.689016428,0.207895793,0.317246988,0.15711992,0.815394978,0.76104352,0.1929246,0.194883276,1.575978045,0.60539416
I,0.31704595,0.41427305,0.371568262,0.351730902,0.309926128,0.39131667,0.235880684,0.329256321,0.246942241,0.192319649,0.273296747,1.014561184,0.355562752,0.167745941,0.86400958,0.200636691,0.355562752,0.171737655,0.732984204,0.193146834,0.311465506,0.155924581,0.848509349,0.765382963,0.170573319,0.199640969,1.609482661,0.611957375
I,0.310988739,0.423450522,0.372916797,0.34299717,0.303862892,0.383217932,0.245858186,0.340980569,0.291738859,0.185695338,0.270226409,0.997725608,0.330713164,0.173964628,0.846182215,0.205403674,0.330713164,0.185695338,0.702646403,0.157310045,0.31462009,0.190866499,0.752548072,0.847714981,0.253654826,0.192559361,1.599416729,0.617394907
I,0.301186706,0.411570401,0.361234322,0.344518078,0.301186706,0.387632645,0.251579308,0.337977479,0.297993824,0.184059879,0.273296747,0.971207661,0.335491882,0.151779665,0.842522735,0.185784131,0.335491882,0.168457234,0.715149509,0.164628161,0.292458689,0.179676872,0.760315011,0.836397978,0.214463097,0.199640969,1.594030314,0.636663783
I,0.293013536,0.404286251,0.360289438,0.324303401,0.307195319,0.356062018,0.240892377,0.326942612,0.285658742,0.190200246,0.278697483,0.956108293,0.267304987,0.154593548,0.852235561,0.192339799,0.267304987,0.169975878,0.714762603,0.14503289,0.255404827,0.194876257,0.739912795,0.86491422,0.230651678,0.202294904,1.603957497,0.667879619
I,0.318792162,0.408161264,0.367723257,0.330994724,0.313533652,0.367607311,0.233044696,0.315836587,0.248621401,0.198253092,0.284447822,0.992297044,0.261327892,0.159396081,0.859267633,0.196308328,0.261327892,0.1783298,0.720454949,0.181880178,0.277775409,0.163619225,0.815277435,0.788916314,0.214767291,0.190354861,1.603559856,0.644830966
I,0.311487511,0.41003692,0.354742062,0.330994724,0.315836587,0.359279506,0.225420099,0.304567778,0.253545075,0.206468836,0.284447822,0.973911551,0.257217414,0.152283889,0.889542891,0.208931772,0.257217414,0.1783298,0.729451796,0.154782789,0.257217414,0.1783298,0.789564472,0.835114758,0.201664148,0.199325318,1.621431199,0.677331078
I,0.308557398,0.417278571,0.36674895,0.327274543,0.308168868,0.355805346,0.240639457,0.329584888,0.289458015,0.191888213,0.282616709,0.970203035,0.260559732,0.15271766,0.840517489,0.196006455,0.260559732,0.179856173,0.688216661,0.144106812,0.29110893,0.184243553,0.722194915,0.850906301,0.264665682,0.184243553,1.571638611,0.631950174
I,0.295057322,0.39674129,0.365777396,0.34299717,0.305858947,0.346644302,0.239844439,0.325520336,0.275577947,0.189372831,0.299830919,0.965867801,0.247338777,0.159614139,0.841133206,0.194863035,0.247338777,0.173964628,0.720828912,0.170906188,0.247338777,0.168274864,0.795321002,0.78448443,0.222469999,0.183718631,1.579508743,0.653590489
I,0.308523888,0.390804905,0.350725446,0.32570596,0.308523888,0.361733537,0.236934661,0.335076211,0.284002016,0.191022831,0.285307113,0.965858182,0.25602619,0.158680683,0.85900228,0.212115494,0.25602619,0.175480376,0.69962427,0.146507823,0.273337005,0.192529513,0.732370048,0.856403466,0.255864913,0.196140419,1.586728788,0.659285204
I,0.373802765,0.383010225,0.360994103,0.364114248,0.320914981,0.3914239,0.209502751,0.272411719,0.199773628,0.226122139,0.289952407,1.066520541,0.26431847,0.181746181,0.949636749,0.197953329,0.26431847,0.210149699,0.818341773,0.174636014,0.256146169,0.184709629,0.91349857,0.788377106,0.182986783,0.220653082,1.6935598,0.678699848
I,0.382695916,0.374376651,0.336079273,0.328497562,0.311168224,0.385429102,0.262414309,0.322824493,0.275527405,0.188918745,0.287606503,1.011397926,0.344470209,0.167225577,0.871294158,0.185554938,0.344470209,0.182589517,0.745042962,0.153615043,0.303517615,0.185554938,0.792399654,0.861260842,0.219933724,0.221645297,1.64031343,0.659864808
I,0.376635012,0.3683173,0.330859403,0.319166338,0.304867973,0.378058141,0.252056971,0.304867973,0.263592798,0.205066365,0.285268394,1.009292581,0.31024051,0.172937759,0.87772802,0.191741247,0.31024051,0.194309325,0.748870045,0.145714276,0.281918177,0.207270366,0.757917015,0.874096644,0.25852932,0.20925386,1.623954237,0.65450041
I,0.373150832,0.362235666,0.337902449,0.3294336,0.321379001,0.366506665,0.234783453,0.30206649,0.262612866,0.202369452,0.281140627,1.032361929,0.251622632,0.171954503,0.908861914,0.213593263,0.251622632,0.202369452,0.753836394,0.136054895,0.28186803,0.215121678,0.763659836,0.893822594,0.292422107,0.208352103,1.650669948,0.686029457
I,0.380221896,0.368487106,0.325316263,0.322232627,0.308557398,0.36192598,0.22907649,0.296141318,0.259792249,0.210354941,0.290009364,1.046598018,0.26662007,0.17896579,0.910885536,0.218183028,0.26662007,0.199840192,0.754115439,0.13435445,0.296141318,0.214863059,0.762227273,0.884594815,0.30543532,0.20574807,1.635396211,0.674323706
I,0.365332134,0.382637715,0.329851415,0.324576969,0.321012529,0.327334681,0.195777371,0.279970412,0.23454685,0.197968977,0.264109945,1.065724511,0.191881837,0.186753933,0.956481519,0.22259146,0.191881837,0.18961989,0.783889633,0.128326583,0.281890232,0.203874452,0.798747761,0.837768055,0.308329171,0.203698014,1.617002997,0.6965015
I,0.352085409,0.375879171,0.326042162,0.320579729,0.300793679,0.333966703,0.218987307,0.273097524,0.231355433,0.192404331,0.27446209,1.094005601,0.243374367,0.197800705,0.903584614,0.192227733,0.243374367,0.192404331,0.777520049,0.134165091,0.317064377,0.195902878,0.802158818,0.802793655,0.340712153,0.190274328,1.592183904,0.647117484
I,0.357993148,0.389227969,0.344326839,0.331139491,0.303275859,0.357414027,0.222972846,0.295082376,0.232820146,0.197519489,0.28228554,1.073529287,0.241553916,0.191123269,0.915011605,0.198217439,0.241553916,0.192742224,0.782702093,0.134247431,0.290958443,0.189490482,0.834329378,0.788328056,0.275225736,0.191844491,1.61176194,0.634863816
I,0.358939935,0.392358867,0.358939935,0.34560159,0.307836436,0.34560159,0.220863052,0.297888312,0.238509239,0.191085399,0.282055379,1.086238425,0.228839001,0.187102041,0.930666752,0.220863052,0.228839001,0.20344945,0.78809288,0.12505379,0.299449519,0.19935333,0.851195463,0.780730997,0.281928184,0.186526045,1.626471302,0.627273483
I,0.383371671,0.394515307,0.363290098,0.349596744,0.292159686,0.374509962,0.235306176,0.290685815,0.233974872,0.204975213,0.284576862,1.018723581,0.302275633,0.185789576,0.886402114,0.21826049,0.302275633,0.212090614,0.758602879,0.1424941,0.267459449,0.196215661,0.822041154,0.780172089,0.213558387,0.194416397,1.597758094,0.615433423
I,0.39853401,0.410961758,0.362165409,0.332430248,0.297334653,0.369251019,0.21825115,0.259562928,0.219816942,0.219816942,0.290724951,1.136918821,0.273989959,0.174819035,0.948365917,0.179974509,0.273989959,0.186627068,0.832335607,0.133544025,0.306671991,0.1780587,0.839719705,0.785946604,0.320524682,0.200791058,1.610332653,0.585954549
I,0.394139042,0.423001346,0.37369419,0.336836489,0.285163732,0.382840013,0.23463893,0.264593409,0.211456698,0.209867439,0.268639627,1.12121529,0.308836216,0.181955092,0.919698213,0.174653035,0.308836216,0.186198924,0.817058295,0.144589704,0.310996775,0.175926343,0.845474876,0.751260627,0.293393771,0.19857389,1.585262459,0.545865277
I,0.369830573,0.389612362,0.357595705,0.333807661,0.279602016,0.362440995,0.220035921,0.280491863,0.23031237,0.204087808,0.280999082,1.073981092,0.255101038,0.185827506,0.90195784,0.188679245,0.255101038,0.195717773,0.778218978,0.136319939,0.296412632,0.180383674,0.81848526,0.767903667,0.288006368,0.202687532,1.577633812,0.594803652
I,0.36718652,0.392411168,0.342256114,0.325868597,0.278486525,0.364981751,0.234724204,0.270431269,0.220381987,0.197186841,0.260920928,1.07302827,0.202455449,0.167553322,0.914087451,0.168597278,0.202455449,0.172710011,0.805738124,0.143157621,0.268216184,0.172710011,0.846185748,0.737853162,0.290331762,0.19268632,1.575558153,0.6252456
I,0.367942155,0.370932084,0.331105198,0.310444135,0.284449095,0.352710301,0.215550127,0.272170224,0.224953491,0.202162967,0.264451158,1.071809029,0.237638828,0.174485782,0.914501737,0.182416563,0.237638828,0.184486338,0.7896465,0.118964581,0.282989124,0.189470858,0.805958137,0.800155318,0.289858499,0.20788728,1.592288111,0.617599437
I,0.367019122,0.381354948,0.326580024,0.320511652,0.287772943,0.351502131,0.236403646,0.297360004,0.251354929,0.180766508,0.285202944,1.036633529,0.232817037,0.184984322,0.884699983,0.188178802,0.232817037,0.197096945,0.752016199,0.140371251,0.285202944,0.199044066,0.787853943,0.779982362,0.285816945,0.192598476,1.558525641,0.620173673
